timestamp,open,high,low,close,volume,ticker
2024-10-01 12:40:00,207.52,207.59,206.89,207.41,1040011,GOOGL
2024-10-01 12:45:00,207.39,207.71,206.79,206.94,2037903,GOOGL
2024-10-01 12:50:00,205.85,206.2,205.76,205.8,2353744,GOOGL
2024-10-01 12:55:00,205.71,205.9,205.5,205.89,872684,GOOGL
2024-10-01 13:00:00,206.38,206.88,206.3,206.45,2298710,GOOGL
2024-10-01 13:05:00,206.8,207.19,206.53,206.96,2588220,GOOGL
2024-10-01 13:10:00,207.46,207.72,207.32,207.38,2065197,GOOGL
2024-10-01 13:15:00,207.19,207.36,207.05,207.35,2630288,GOOGL
2024-10-01 13:20:00,207.82,208.48,207.75,207.91,2791336,GOOGL
2024-10-01 13:25:00,208.13,208.5,207.94,208.38,2641646,GOOGL
2024-10-01 13:30:00,208.16,208.54,207.5,208.19,2406241,GOOGL
2024-10-01 13:35:00,208.57,209.27,208.19,208.54,2396246,GOOGL
2024-10-01 13:40:00,207.74,208.44,207.62,208.28,2619239,GOOGL
2024-10-01 13:45:00,208.62,209.11,208.44,208.56,1511423,GOOGL
2024-10-01 13:50:00,207.92,208.27,207.45,207.93,1034318,GOOGL
2024-10-01 13:55:00,207.18,207.53,206.76,207.33,931936,GOOGL
2024-10-01 14:00:00,208.28,208.4,207.73,207.87,1757726,GOOGL
2024-10-01 14:05:00,208.54,208.78,208.26,208.35,2779746,GOOGL
2024-10-01 14:10:00,208.46,209.05,208.14,208.68,1447952,GOOGL
2024-10-01 14:15:00,208.9,208.95,208.2,208.74,1668277,GOOGL
2024-10-01 14:20:00,207.8,208.16,207.21,207.55,2096573,GOOGL
2024-10-01 14:25:00,207.56,207.71,207.14,207.53,1918166,GOOGL
2024-10-01 14:30:00,207.84,208.35,207.72,207.77,2364371,GOOGL
2024-10-01 14:35:00,207.58,207.6,207.31,207.51,2154018,GOOGL
2024-10-01 14:40:00,206.75,208.17,206.64,207.17,2304900,GOOGL
2024-10-01 14:45:00,207.87,208.35,207.76,207.9,2421788,GOOGL
2024-10-01 14:50:00,207.84,208.01,207.48,207.89,1209925,GOOGL
2024-10-01 14:55:00,208.41,208.72,208.04,208.13,991896,GOOGL
2024-10-01 15:00:00,208.59,208.68,208.48,208.53,1889118,GOOGL
2024-10-01 15:05:00,207.98,208.35,207.67,208.04,1213461,GOOGL
2024-10-01 15:10:00,208.13,208.31,208.13,208.15,1883329,GOOGL
2024-10-01 15:15:00,209.02,209.61,208.35,208.82,1033979,GOOGL
2024-10-01 15:20:00,209.71,209.89,209.6,209.74,1408986,GOOGL
2024-10-01 15:25:00,209.64,209.88,209.56,209.77,1078104,GOOGL
2024-10-01 15:30:00,209.61,209.75,209.2,209.67,1879367,GOOGL
2024-10-01 15:35:00,210.0,210.38,209.39,209.82,1825270,GOOGL
2024-10-01 15:40:00,210.05,210.15,209.51,209.95,2798547,GOOGL
2024-10-01 15:45:00,210.66,211.47,210.49,210.66,2175147,GOOGL
2024-10-01 15:50:00,210.21,210.58,209.57,210.17,1397578,GOOGL
2024-10-01 15:55:00,209.93,210.24,209.83,210.04,935150,GOOGL
2024-10-01 16:00:00,209.46,210.13,208.97,209.5,1795893,GOOGL
2024-10-01 16:05:00,208.87,209.26,208.72,209.0,2639050,GOOGL
2024-10-01 16:10:00,209.15,209.47,209.06,209.2,2440975,GOOGL
2024-10-01 16:15:00,209.89,210.01,209.54,209.62,2740066,GOOGL
2024-10-01 16:20:00,209.09,209.7,209.05,209.31,1143150,GOOGL
2024-10-01 16:25:00,209.57,209.8,209.19,209.71,2346064,GOOGL
2024-10-01 16:30:00,210.03,210.55,209.96,210.28,1579091,GOOGL
2024-10-01 16:35:00,210.96,211.47,210.61,211.26,2966791,GOOGL
2024-10-01 16:40:00,211.27,211.44,211.05,211.3,2165103,GOOGL
2024-10-01 16:45:00,210.87,211.13,210.81,211.0,2506930,GOOGL
2024-10-01 16:50:00,210.86,210.97,210.31,210.51,2573216,GOOGL
2024-10-01 16:55:00,209.91,210.03,209.77,209.97,1764795,GOOGL
2024-10-01 17:00:00,210.86,210.88,209.9,210.61,2501538,GOOGL
2024-10-01 17:05:00,210.06,210.19,209.06,209.86,2378458,GOOGL
2024-10-01 17:10:00,210.44,210.59,210.24,210.48,2609771,GOOGL
2024-10-01 17:15:00,210.48,210.78,209.53,210.06,1069515,GOOGL
2024-10-01 17:20:00,209.79,209.94,209.66,209.73,2420179,GOOGL
2024-10-01 17:25:00,209.97,210.33,209.64,209.67,2587500,GOOGL
2024-10-01 17:30:00,209.61,209.64,208.88,209.33,2452390,GOOGL
2024-10-01 17:35:00,209.89,210.14,209.6,209.81,1471986,GOOGL
2024-10-01 17:40:00,210.88,211.0,210.33,210.73,937900,GOOGL
2024-10-01 17:45:00,210.54,210.68,210.06,210.41,1119658,GOOGL
2024-10-01 17:50:00,209.98,210.36,209.57,210.21,1300364,GOOGL
2024-10-01 17:55:00,210.15,210.44,210.0,210.14,2084283,GOOGL
2024-10-01 18:00:00,210.64,210.84,210.4,210.42,2353493,GOOGL
2024-10-01 18:05:00,210.66,210.87,210.26,210.36,2303061,GOOGL
2024-10-01 18:10:00,210.92,211.17,210.53,211.06,1313066,GOOGL
2024-10-01 18:15:00,211.75,211.92,211.32,211.65,2720967,GOOGL
2024-10-01 18:20:00,211.1,211.19,210.94,211.07,1958343,GOOGL
2024-10-01 18:25:00,211.32,211.45,210.97,211.34,1341529,GOOGL
2024-10-01 18:30:00,212.19,212.59,211.9,212.11,954226,GOOGL
2024-10-01 18:35:00,211.92,212.13,211.57,211.88,1762454,GOOGL
2024-10-01 18:40:00,211.85,211.9,211.07,211.75,2953548,GOOGL
2024-10-01 18:45:00,211.78,212.14,211.12,211.49,2341019,GOOGL
2024-10-01 18:50:00,211.41,211.62,211.15,211.25,918920,GOOGL
2024-10-01 18:55:00,210.49,210.57,210.33,210.43,1206547,GOOGL
2024-10-01 19:00:00,210.15,210.4,209.33,209.78,2459090,GOOGL
2024-10-01 19:05:00,210.05,210.06,209.69,209.83,2457583,GOOGL
2024-10-01 19:10:00,210.58,210.8,210.33,210.6,863014,GOOGL
2024-10-01 19:15:00,210.06,210.53,209.99,210.31,2516190,GOOGL
2024-10-01 19:20:00,209.8,210.02,209.46,210.0,2035382,GOOGL
2024-10-01 19:25:00,211.05,211.31,210.76,210.86,2270413,GOOGL
2024-10-01 19:30:00,210.19,210.8,210.08,210.32,1833994,GOOGL
2024-10-01 19:35:00,209.3,209.56,209.15,209.5,1138585,GOOGL
2024-10-01 19:40:00,208.95,209.11,208.77,209.1,1156778,GOOGL
2024-10-01 19:45:00,208.64,209.14,208.61,208.78,2097682,GOOGL
2024-10-01 19:50:00,208.09,208.67,207.89,207.92,2341037,GOOGL
2024-10-01 19:55:00,207.84,208.29,207.68,207.87,1460197,GOOGL
2024-10-01 20:00:00,208.08,208.71,207.97,208.35,2331817,GOOGL
2024-10-01 20:05:00,207.73,207.84,207.7,207.72,2837312,GOOGL
2024-10-01 20:10:00,207.82,208.0,207.73,207.78,2815074,GOOGL
2024-10-01 20:15:00,207.89,208.32,207.89,207.99,2320871,GOOGL
2024-10-01 20:20:00,208.19,208.92,207.76,207.96,1325754,GOOGL
2024-10-01 20:25:00,207.98,208.13,207.68,208.07,1146030,GOOGL
2024-10-01 20:30:00,208.4,208.41,208.15,208.18,2602502,GOOGL
2024-10-01 20:35:00,207.9,208.17,207.63,207.78,2262538,GOOGL
2024-10-01 20:40:00,208.73,208.93,208.44,208.55,2985574,GOOGL
2024-10-01 20:45:00,208.96,209.18,208.94,209.18,2351676,GOOGL
2024-10-01 20:50:00,209.81,209.83,209.27,209.79,2826819,GOOGL
2024-10-01 20:55:00,210.3,210.46,210.2,210.31,2874520,GOOGL
2024-10-01 21:00:00,209.25,209.89,208.94,209.53,1815691,GOOGL
2024-10-01 21:05:00,210.23,210.3,209.73,210.01,2469771,GOOGL
2024-10-01 21:10:00,210.19,210.82,210.11,210.35,1758378,GOOGL
2024-10-01 21:15:00,209.47,209.69,209.24,209.59,1532722,GOOGL
2024-10-01 21:20:00,209.3,209.57,209.11,209.5,1686388,GOOGL
2024-10-01 21:25:00,209.79,210.06,209.63,209.65,2591396,GOOGL
2024-10-01 21:30:00,210.19,210.74,209.83,210.5,2630957,GOOGL
2024-10-01 21:35:00,210.99,211.16,210.79,210.87,2275159,GOOGL
2024-10-01 21:40:00,210.66,211.03,210.27,210.45,2000847,GOOGL
2024-10-01 21:45:00,211.42,211.56,211.11,211.31,1834104,GOOGL
2024-10-01 21:50:00,211.49,211.92,211.15,211.35,1644156,GOOGL
2024-10-01 21:55:00,211.38,211.57,211.07,211.23,2016053,GOOGL
2024-10-01 22:00:00,210.89,211.18,210.29,211.08,2077880,GOOGL
2024-10-01 22:05:00,210.57,210.7,210.1,210.28,1615363,GOOGL
2024-10-01 22:10:00,210.15,210.46,209.94,210.24,2644298,GOOGL
2024-10-01 22:15:00,210.49,210.83,210.25,210.5,2494000,GOOGL
2024-10-01 22:20:00,210.25,210.54,210.25,210.32,2190598,GOOGL
2024-10-01 22:25:00,210.64,210.67,210.34,210.54,1152621,GOOGL
2024-10-01 22:30:00,210.01,210.31,209.43,210.12,1531658,GOOGL
2024-10-01 22:35:00,210.08,210.13,209.86,210.06,1485493,GOOGL
2024-10-01 22:40:00,209.99,210.69,209.79,210.23,2218006,GOOGL
2024-10-01 22:45:00,210.58,210.62,209.63,210.34,2259096,GOOGL
2024-10-01 22:50:00,209.69,209.9,209.48,209.55,2681554,GOOGL
2024-10-01 22:55:00,209.29,209.71,208.93,209.34,1110435,GOOGL
2024-10-01 23:00:00,210.1,210.35,209.92,210.2,958477,GOOGL
2024-10-01 23:05:00,210.09,210.15,209.75,209.96,2000475,GOOGL
2024-10-01 23:10:00,209.84,210.19,209.79,209.98,1815197,GOOGL
2024-10-01 23:15:00,209.98,210.42,209.9,209.95,2146652,GOOGL
2024-10-01 23:20:00,210.98,211.33,210.51,210.75,2780407,GOOGL
2024-10-01 23:25:00,211.24,211.75,210.84,211.41,2748888,GOOGL
2024-10-01 23:30:00,211.9,212.0,211.31,211.82,1601125,GOOGL
2024-10-01 23:35:00,211.41,211.57,211.09,211.35,2992942,GOOGL
2024-10-01 23:40:00,211.52,211.83,211.05,211.54,1733044,GOOGL
2024-10-01 23:45:00,211.74,212.13,211.48,211.84,2568693,GOOGL
2024-10-01 23:50:00,211.74,212.04,211.34,211.5,2791161,GOOGL
2024-10-01 23:55:00,210.96,211.39,210.62,211.08,2110015,GOOGL
2024-10-02 00:00:00,211.58,212.27,211.42,211.94,1859926,GOOGL
2024-10-02 00:05:00,211.93,212.32,211.71,211.81,1118953,GOOGL
2024-10-02 00:10:00,212.39,212.66,212.29,212.63,901894,GOOGL
2024-10-02 00:15:00,213.27,213.51,212.95,213.14,2208277,GOOGL
2024-10-02 00:20:00,213.62,213.87,213.21,213.35,2794449,GOOGL
2024-10-02 00:25:00,213.72,214.09,213.16,213.59,2404592,GOOGL
2024-10-02 00:30:00,213.12,213.26,212.68,212.9,1079720,GOOGL
2024-10-02 00:35:00,213.42,213.77,212.68,213.02,1848966,GOOGL
2024-10-02 00:40:00,213.93,214.26,213.59,213.74,1206245,GOOGL
2024-10-02 00:45:00,214.16,214.25,213.8,214.09,822490,GOOGL
2024-10-02 00:50:00,214.51,214.53,214.07,214.18,1632307,GOOGL
2024-10-02 00:55:00,215.4,215.55,214.7,215.05,2889632,GOOGL
2024-10-02 01:00:00,215.33,215.82,214.83,214.97,2640875,GOOGL
2024-10-02 01:05:00,214.58,214.68,214.37,214.68,1405108,GOOGL
2024-10-02 01:10:00,214.49,215.39,214.07,214.76,801539,GOOGL
2024-10-02 01:15:00,215.05,215.27,214.71,215.16,1112579,GOOGL
2024-10-02 01:20:00,214.45,214.7,214.2,214.31,2961117,GOOGL
2024-10-02 01:25:00,214.5,214.75,214.41,214.47,2363825,GOOGL
2024-10-02 01:30:00,214.85,215.15,214.66,214.89,1946375,GOOGL
2024-10-02 01:35:00,214.88,214.93,214.43,214.76,2324631,GOOGL
2024-10-02 01:40:00,215.04,215.5,214.72,215.33,1991890,GOOGL
2024-10-02 01:45:00,215.69,215.9,215.6,215.66,1830065,GOOGL
2024-10-02 01:50:00,216.97,217.16,216.66,216.75,1567610,GOOGL
2024-10-02 01:55:00,216.49,216.83,215.84,216.38,2607642,GOOGL
2024-10-02 02:00:00,216.95,217.46,216.42,216.81,1706395,GOOGL
2024-10-02 02:05:00,216.64,217.1,215.79,216.32,2635515,GOOGL
2024-10-02 02:10:00,215.51,215.6,214.96,215.52,1136430,GOOGL
2024-10-02 02:15:00,214.39,214.69,214.15,214.52,1462714,GOOGL
2024-10-02 02:20:00,215.04,215.37,214.45,214.8,2744606,GOOGL
2024-10-02 02:25:00,215.14,215.41,214.84,214.9,1410724,GOOGL
2024-10-02 02:30:00,214.79,214.94,214.4,214.68,1770278,GOOGL
2024-10-02 02:35:00,213.77,213.95,213.61,213.8,1295919,GOOGL
2024-10-02 02:40:00,213.47,213.72,213.03,213.47,1877209,GOOGL
2024-10-02 02:45:00,213.23,214.05,213.14,213.48,1610927,GOOGL
2024-10-02 02:50:00,214.11,214.18,213.69,213.89,2147203,GOOGL
2024-10-02 02:55:00,214.11,214.63,213.68,213.9,1266589,GOOGL
2024-10-02 03:00:00,213.77,214.05,213.6,214.04,1987018,GOOGL
2024-10-02 03:05:00,214.03,214.59,213.74,213.86,2492737,GOOGL
2024-10-02 03:10:00,214.83,215.06,214.61,214.75,1703275,GOOGL
2024-10-02 03:15:00,214.05,214.74,213.78,214.25,2599971,GOOGL
2024-10-02 03:20:00,213.67,214.28,213.4,213.91,1944337,GOOGL
2024-10-02 03:25:00,213.75,213.83,213.17,213.68,2224473,GOOGL
2024-10-02 03:30:00,213.88,214.0,213.4,213.96,2734790,GOOGL
2024-10-02 03:35:00,213.82,214.12,213.18,213.46,2184704,GOOGL
2024-10-02 03:40:00,213.73,213.81,213.02,213.54,1373881,GOOGL
2024-10-02 03:45:00,213.73,213.94,213.08,213.63,2710617,GOOGL
2024-10-02 03:50:00,213.4,213.66,213.02,213.3,1818454,GOOGL
2024-10-02 03:55:00,213.74,214.12,213.24,213.47,2902361,GOOGL
2024-10-02 04:00:00,213.15,213.73,212.76,212.98,2499564,GOOGL
2024-10-02 04:05:00,212.54,212.78,212.13,212.44,2459461,GOOGL
2024-10-02 04:10:00,212.3,212.56,212.12,212.5,1858503,GOOGL
2024-10-02 04:15:00,212.29,212.55,211.29,211.68,1441621,GOOGL
2024-10-02 04:20:00,210.4,210.76,210.16,210.62,2476644,GOOGL
2024-10-02 04:25:00,210.84,211.05,210.63,210.9,2413560,GOOGL
2024-10-02 04:30:00,211.11,211.49,210.79,211.44,1249764,GOOGL
2024-10-02 04:35:00,211.33,211.6,211.12,211.22,2249589,GOOGL
2024-10-02 04:40:00,210.93,211.23,210.81,210.9,1016486,GOOGL
2024-10-02 04:45:00,211.56,211.59,210.78,211.41,1226888,GOOGL
2024-10-02 04:50:00,210.5,210.9,210.44,210.85,1635988,GOOGL
2024-10-02 04:55:00,210.4,210.61,210.02,210.18,1710155,GOOGL
2024-10-02 05:00:00,210.39,210.68,210.29,210.55,1350428,GOOGL
2024-10-02 05:05:00,210.54,211.19,210.53,210.57,1063328,GOOGL
2024-10-02 05:10:00,211.3,211.82,211.05,211.11,2889706,GOOGL
2024-10-02 05:15:00,210.11,210.28,209.96,210.05,2276285,GOOGL
2024-10-02 05:20:00,209.43,209.45,209.34,209.37,2528782,GOOGL
2024-10-02 05:25:00,209.54,209.68,209.3,209.39,911361,GOOGL
2024-10-02 05:30:00,209.69,209.82,209.17,209.61,2526131,GOOGL
2024-10-02 05:35:00,209.97,210.09,209.31,210.04,1197172,GOOGL
2024-10-02 05:40:00,210.11,210.18,209.95,210.14,1865131,GOOGL
2024-10-02 05:45:00,210.28,210.37,209.98,210.24,1414673,GOOGL
2024-10-02 05:50:00,209.88,210.51,209.81,210.06,1055658,GOOGL
2024-10-02 05:55:00,211.06,211.13,210.84,210.86,2290641,GOOGL
